"Section N.  Encounter Data as a Diagnosis Source for 2019","pm",0.00493191505373003
"Section N.  Encounter Data as a Diagnosis Source for 2019","polici",2.08750657664416e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","pool",0.00493103865801841
"Section N.  Encounter Data as a Diagnosis Source for 2019","premium",1.96966628109473e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","prescript",3.41652075188161e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","prescript drug",1.59904677349055e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","prior",2.34819302660135e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","process",1.61990193719713e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","program",4.70235879296203e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","project",1.47568890178691e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","propos",0.0148204012299398
"Section N.  Encounter Data as a Diagnosis Source for 2019","provid",7.51931581955677e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","public",0.00986370524472303
"Section N.  Encounter Data as a Diagnosis Source for 2019","publish",0.00986907504165327
"Section N.  Encounter Data as a Diagnosis Source for 2019","py",0.0246591318913327
"Section N.  Encounter Data as a Diagnosis Source for 2019","rap",0.029586501770276
"Section N.  Encounter Data as a Diagnosis Source for 2019","rate",0.00990771994060977
"Section N.  Encounter Data as a Diagnosis Source for 2019","rate announc",0.00986738287338248
"Section N.  Encounter Data as a Diagnosis Source for 2019","receiv",4.47830810838783e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","reduct",1.42462126010661e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","releas",0.00987121764228236
"Section N.  Encounter Data as a Diagnosis Source for 2019","report",1.82061072869148e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","request",1.97851500599019e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","requir",7.39605758803888e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","result",2.22396164184475e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","review",2.28000402036815e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","risk",0.078930032540143
"Section N.  Encounter Data as a Diagnosis Source for 2019","risk adjust",0.0246627653651518
"Section N.  Encounter Data as a Diagnosis Source for 2019","risk score",0.0542545188157231
"Section N.  Encounter Data as a Diagnosis Source for 2019","score calcul",0.0345188595689262
"Section N.  Encounter Data as a Diagnosis Source for 2019","search",0.00986207731603682
"Section N.  Encounter Data as a Diagnosis Source for 2019","section",0.014894889821995
"Section N.  Encounter Data as a Diagnosis Source for 2019","section 1853",1.48928307257852e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","section ii",1.99174032239814e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","segment",1.32153183403193e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","servic",7.05185967732184e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","set",1.56227805980036e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","share",6.26552388364126e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","singl",0.00493276778340705
"Section N.  Encounter Data as a Diagnosis Source for 2019","snp",3.52678827271344e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","sourc",0.0197272747494811
"Section N.  Encounter Data as a Diagnosis Source for 2019","specif",2.49698913101204e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","sponsor",7.76966806190515e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","sponsor organ",1.41871911548575e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","standard",1.53742633333873e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","star",2.15996238984835e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","star rate",1.73129207516718e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","statu",1.3158993980675e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","submiss",2.82506748059002e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","submit",0.0197557843054783
"Section N.  Encounter Data as a Diagnosis Source for 2019","supplement",2.60059113204799e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","supplement benefit",2.4130199209941e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","tabl",2.66254916188419e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","threshold",3.29638389242536e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","tier",3.17956972114197e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","time",2.68770909254862e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","total",1.71107260645438e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","updat",4.70785175493578e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","weight",0.0049436243847128
"Section O.  Quality Payment Program","1",8.71197824690865e-06
"Section O.  Quality Payment Program","1115a",0.0029962452150429
"Section O.  Quality Payment Program","1833",0.0029962452150429
"Section O.  Quality Payment Program","1866c",0.0029962452150429
"Section O.  Quality Payment Program","1899",0.0029962452150429
"Section O.  Quality Payment Program","2",7.09737958971507e-06
"Section O.  Quality Payment Program","2017",1.07407389555175e-05
"Section O.  Quality Payment Program","3",0.0030008954804529
"Section O.  Quality Payment Program","4",4.81900229569497e-06
"Section O.  Quality Payment Program","414.1415",0.0029962452150429
"Section O.  Quality Payment Program","414.1420",0.0029962452150429
"Section O.  Quality Payment Program","42",4.45562458890607e-06
"Section O.  Quality Payment Program","42 c.f.r",5.92634635093818e-06
"Section O.  Quality Payment Program","5",0.00300059639541497
"Section O.  Quality Payment Program","account",0.00299939443509535
"Section O.  Quality Payment Program","act",0.0119933886564866
"Section O.  Quality Payment Program","addit",0.00300333102034287
"Section O.  Quality Payment Program","adjust",8.77335784714064e-06
"Section O.  Quality Payment Program","advanc",0.0329606251918498
"Section O.  Quality Payment Program","advanc apm",0.0599249043008579
"Section O.  Quality Payment Program","allow",0.00299810504486495
"Section O.  Quality Payment Program","altern",0.00599364581977709
"Section O.  Quality Payment Program","amount",9.69121547584671e-06
"Section O.  Quality Payment Program","announc",0.00299900148920846
"Section O.  Quality Payment Program","annual",5.01190871722101e-06
"Section O.  Quality Payment Program","apm",0.0149812260752145
"Section O.  Quality Payment Program","appli",6.01943634171284e-06
"Section O.  Quality Payment Program","applic",0.00301179080099393
"Section O.  Quality Payment Program","april",0.00299846437123557
"Section O.  Quality Payment Program","assum",0.002996420571
"Section O.  Quality Payment Program","audit",5.13360114280048e-06
"Section O.  Quality Payment Program","author",0.00299932070081021
"Section O.  Quality Payment Program","award",0.0029962452150429
"Section O.  Quality Payment Program","base",0.00600917785058628
"Section O.  Quality Payment Program","basi",0.00599543710611677
"Section O.  Quality Payment Program","bear",0.0029962452150429
"Section O.  Quality Payment Program","begin",0.00299940102569544
"Section O.  Quality Payment Program","beneficiari",8.62715127238492e-06
"Section O.  Quality Payment Program","benefit",0.00302172199508012
"Section O.  Quality Payment Program","bid",0.00600945518787224
"Section O.  Quality Payment Program","bid submiss",0.00599531702585733
"Section O.  Quality Payment Program","calcul",6.46925705191226e-06
"Section O.  Quality Payment Program","carri",0.00299628314826543
"Section O.  Quality Payment Program","cehrt",0.0029962452150429
"Section O.  Quality Payment Program","center",0.00299714411118799
"Section O.  Quality Payment Program","certifi",0.00599263328182138
"Section O.  Quality Payment Program","chang",6.34997650730605e-06
"Section O.  Quality Payment Program","choos",0.0029969492056845
"Section O.  Quality Payment Program","claim",4.74045340314706e-06
"Section O.  Quality Payment Program","clinician",0.0119852877533583
"Section O.  Quality Payment Program","combin",0.00599355027665177
"Section O.  Quality Payment Program","commerci",0.00299628646758077
"Section O.  Quality Payment Program","compar",0.00299719762199442
"Section O.  Quality Payment Program","complet",4.58186715298389e-06
"Section O.  Quality Payment Program","comprehens",0.0029969962801321
"Section O.  Quality Payment Program","condit",4.97176511063789e-06
"Section O.  Quality Payment Program","consid",0.00299791582847446
"Section O.  Quality Payment Program","continu",8.79459281776171e-06
"Section O.  Quality Payment Program","contract",1.58126581323996e-05
"Section O.  Quality Payment Program","cost",0.00305090407125172
"Section O.  Quality Payment Program","cost share",1.6840917372393e-05
"Section O.  Quality Payment Program","count",0.00299756557378429
"Section O.  Quality Payment Program","counti",6.39184738779772e-06
"Section O.  Quality Payment Program","cover",0.00300282911484569
"Section O.  Quality Payment Program","coverag",1.05836005331208e-05
"Section O.  Quality Payment Program","cpc",0.00299629029165257
"Section O.  Quality Payment Program","criteria",0.0119878462817324
"Section O.  Quality Payment Program","current",6.46735859983688e-06
"Section O.  Quality Payment Program","dai",5.05428631928573e-06
"Section O.  Quality Payment Program","data",1.18538841255788e-05
"Section O.  Quality Payment Program","defin",0.003000705017667
"Section O.  Quality Payment Program","demonstr",0.00599345462865019
"Section O.  Quality Payment Program","determin",0.00900045402769602
"Section O.  Quality Payment Program","drug",2.1888254427222e-05
"Section O.  Quality Payment Program","earn",0.00299641959267875
"Section O.  Quality Payment Program","ehr",0.00599251283216575
"Section O.  Quality Payment Program","elig",0.0209777029885943
"Section O.  Quality Payment Program","elig clinician",0.0209737165053003
"Section O.  Quality Payment Program","enact",0.00299626669723581
"Section O.  Quality Payment Program","enrol",1.22045699333972e-05
"Section O.  Quality Payment Program","enrolle",1.70268542040617e-05
"Section O.  Quality Payment Program","entiti",0.00599318995910935
"Section O.  Quality Payment Program","esrd",6.86697407042316e-06
"Section O.  Quality Payment Program","estim",4.99862731977665e-06
"Section O.  Quality Payment Program","exampl",0.00299670956983102
"Section O.  Quality Payment Program","exclud",0.00599404438218988
"Section O.  Quality Payment Program","expand",0.0029970974484383
"Section O.  Quality Payment Program","feder",0.00299702806270725
"Section O.  Quality Payment Program","ff",6.39065680585573e-06
"Section O.  Quality Payment Program","final",6.92922565948716e-06
"Section O.  Quality Payment Program","financi",0.00599340987748418
"Section O.  Quality Payment Program","form",0.00299745106899118
"Section O.  Quality Payment Program","formulari",6.69471111111783e-06
"Section O.  Quality Payment Program","home",0.00299646400011012
"Section O.  Quality Payment Program","identifi",0.00300167252916033
"Section O.  Quality Payment Program","ii",5.71964004074504e-06
"Section O.  Quality Payment Program","implement",0.00599773442566356
"Section O.  Quality Payment Program","incent",0.00599387525274596
"Section O.  Quality Payment Program","includ",0.00900926514992013
"Section O.  Quality Payment Program","increas",7.05142050100674e-06
"Section O.  Quality Payment Program","inform",0.0149894211391869
"Section O.  Quality Payment Program","initi",0.0179805590473405
"Section O.  Quality Payment Program","initi process",0.0179774712902574
"Section O.  Quality Payment Program","innov",0.00898912347658635
"Section O.  Quality Payment Program","law",0.00299694586976152
"Section O.  Quality Payment Program","level",0.00599834506006349
"Section O.  Quality Payment Program","limit",4.53994323310726e-06
"Section O.  Quality Payment Program","loss",0.00299956107307068
"Section O.  Quality Payment Program","lump",0.0029962452150429
"Section O.  Quality Payment Program","macra",0.00299841555110958
"Section O.  Quality Payment Program","mao",6.41558358085244e-06
"Section O.  Quality Payment Program","measur",9.30651531252738e-06
"Section O.  Quality Payment Program","medic",0.00300265928118235
"Section O.  Quality Payment Program","medicaid",0.00300135121100617
"Section O.  Quality Payment Program","meet",0.0149858775850342
"Section O.  Quality Payment Program","merit",0.00299626113711246
"Section O.  Quality Payment Program","mip",0.0089887356451287
"Section O.  Quality Payment Program","mmp",0.00299805951886838
"Section O.  Quality Payment Program","model",0.0119949386176807
"Section O.  Quality Payment Program","modul",0.00299662575314237
"Section O.  Quality Payment Program","monetari",0.0029962452150429
"Section O.  Quality Payment Program","network",5.6601939185473e-06
"Section O.  Quality Payment Program","nomin",0.0029962452150429
"Section O.  Quality Payment Program","obtain",0.00299790823787821
"Section O.  Quality Payment Program","occur",0.00299706509722951
"Section O.  Quality Payment Program","offer",9.65575419894528e-06
"Section O.  Quality Payment Program","opioid",6.60422385307881e-06
"Section O.  Quality Payment Program","opportun",0.00299743754579015
"Section O.  Quality Payment Program","option",0.00599555274847203
"Section O.  Quality Payment Program","organ",1.30340600426888e-05
"Section O.  Quality Payment Program","particip",0.0239715539215735
"Section O.  Quality Payment Program","path",0.0029962452150429
"Section O.  Quality Payment Program","patient",0.00299933876728975
"Section O.  Quality Payment Program","payer",0.0599250356699086
"Section O.  Quality Payment Program","payer advanc",0.0299624797727324
"Section O.  Quality Payment Program","payment",0.0569426707061442
