"doc1","doc2","distance"
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section E.  Clinical Trials",0.0155335437648871
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0155305554253273
"Section D.  Retiree Drug Subsidy Amounts","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.015526141254122
"Section I Plan Corrections","Section L.  Normalization Factors",0.0154250281812031
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section III Tier Composition",0.0153902603022909
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Maximum Out of Pocket (MOOP) Limits",0.0153612697208152
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section M.  Medical Loss Ratio Credibility Adjustment",0.0152896887757233
"Section III Specialty Tiers","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0152313702058001
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section D.  Retiree Drug Subsidy Amounts",0.0151986917529184
"Section A.  MA Growth Percentage","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.0151554297660105
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Part C Cost Sharing Standards",0.0151509948772056
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section D.  Retiree Drug Subsidy Amounts",0.0151306883167201
"Section II Part C Optional Supplemental Benefits","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.015095710067927
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section E.  Clinical Trials",0.0149682218763944
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section C.  Part D Risk Sharing",0.0147044690731961
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0146290996939042
"Section II Outpatient Observation Services","Section C.  Part D Risk Sharing",0.0145802960879951
"Section I Enforcement Actions for Provider Directories","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0145196233787604
"Section A.  MA Growth Percentage","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0145140467307767
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section III CY 2019 Formulary Submission Window",0.0144787030858836
"Section I Annual Calendar","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0144750696332137
"Section A.  MA Growth Percentage","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0143443827637312
"Section A.  MA Growth Percentage","Section B.  Encounter Data as a Diagnosis Source for 2019",0.014300313895335
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.0141897511802829
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness","Section L.  Normalization Factors",0.0140131896765426
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.0138912709983119
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0136674351612183
"Section II Employer Group Waiver Plans","Section M.  Medical Loss Ratio Credibility Adjustment",0.013579388009784
"Section III Specialty Tiers","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0135159819606094
"Section D.  Retiree Drug Subsidy Amounts","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0133440128170906
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.0133134715282956
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section A.  MA Growth Percentage",0.0130869987174824
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0127944434864228
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0126325027985295
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section D.  Retiree Drug Subsidy Amounts",0.0126242233711467
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0125623531139501
"Section II Overview of CY 2019 Benefits and Bid Review","Section B.  Encounter Data as a Diagnosis Source for 2019",0.012097498050936
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0120385853085769
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section I Enforcement Actions for Provider Directories",0.0119312827960033
"Section D.  Retiree Drug Subsidy Amounts","Section II Transparency   Timeliness with Prior Authorization Processes",0.0119205402574847
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0118885559222531
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.0118719975990074
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.0118523256756357
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section I Enforcement Actions for Provider Directories",0.0117883880269308
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Expanding the Part D OTC Program",0.0117363131703255
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section A.  MA Growth Percentage",0.0116051770637132
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section M.  Medical Loss Ratio Credibility Adjustment",0.0114908375554449
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0114593660019725
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0114331493380927
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Maximum Out of Pocket (MOOP) Limits",0.0114241425175238
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section III Tier Composition",0.0113808146063157
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Cost Plan Transition to MA under MACRA",0.011189434999828
"Section A.  MA Growth Percentage","Section I Enforcement Actions for Provider Directories",0.0107373361530655
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0105936324568514
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section III Low Enrollment Plans (Stand alone PDPs only)",0.0105223815623263
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.0103518614870573
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.0102754791342852
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Timely Updates to LIS Status Based on Best Available Evidence",0.0102516932710555
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.0101223337686118
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",0.00994987934600712
"Section A.  MA Growth Percentage","Section III Coordination of Benefits (COB) User Fee",0.00976074387511493
"Section D.  Retiree Drug Subsidy Amounts","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.00964417464678889
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Outpatient Observation Services",0.00963142660661774
"Section A.  Update of the RxHCC Model","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.00942387188682406
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.00934175633663747
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.00925985469087039
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.00922963334579222
"Section I Enforcement Actions for Provider Directories","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.00917481625127662
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.00909737258912407
"Section D.  Retiree Drug Subsidy Amounts","Section B.  Encounter Data as a Diagnosis Source for 2019",0.00886867819275126
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Plans with Low Enrollment",0.00884384539356461
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.00872564472287819
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.00859708264514137
"Section II Transparency   Timeliness with Prior Authorization Processes","Section B.  Encounter Data as a Diagnosis Source for 2019",0.00824611596333474
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section III Improving Access to Part D Vaccines",0.00821247899087755
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section B.  Encounter Data as a Diagnosis Source for 2019",0.00818833591663431
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.00816385560040468
"Section M.  Medical Loss Ratio Credibility Adjustment","Section III Tier Composition",0.00798263844093184
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",0.00774984258292129
